,Brand,Year,Model,Title,Transmission
393,Mazda,2012,2,2012 Mazda 2 NEO,Automatic
394,Volkswagen,2015,Golf,2015 Volkswagen Golf GTI Performance,Automatic
395,Mercedes-Benz,2016,GLA250,2016 Mercedes-Benz GLA250 4Matic,Automatic
396,Haval,2020,H9,2020 Haval H9 Ultra,Automatic
397,Mazda,2017,CX-5,2017 Mazda CX-5 Akera (4X4),Automatic
398,Holden,2012,Commodore,2012 Holden Commodore Equipe,Automatic
399,Audi,2014,Q5,2014 Audi Q5 8R TFSI Wagon 5dr S-Tronic 7sp Quattro 2.0T,Automatic
400,Ford,2020,Ranger,2020 Ford Ranger XL 2.2 (4X4),Automatic
401,Hyundai,2017,Iload,2017 Hyundai Iload 3S Liftback,Automatic
402,Hyundai,2013,I30,2013 Hyundai I30 Premium,Automatic
404,Volvo,2013,V60,2013 Volvo V60 T4,Automatic
405,Mazda,2015,6,2015 Mazda 6 Touring,Automatic
406,Kia,2022,Stonic,2022 Kia Stonic S,Automatic
407,Lexus,2019,RX300,2019 Lexus RX300 Luxury + Enhancement Pack,Automatic
408,Subaru,2015,XV,2015 Subaru XV 2.0I-L,Automatic
409,Toyota,2014,Estima,2014 Toyota Estima Aeras Hybrid,Automatic
410,Volkswagen,2014,Tiguan,2014 Volkswagen Tiguan 118 TSI (4X2),Automatic
411,Toyota,2007,Land,2007 Toyota Land Cruiser Prado GXL (4x4),Automatic
412,Hyundai,2017,Accent,2017 Hyundai Accent Sport,Automatic
413,Toyota,2015,Camry,2015 Toyota Camry Atara SX,Automatic
414,Toyota,2023,Landcruiser,2023 Toyota Landcruiser 70 Series LC79 GXL,Manual
415,Toyota,2012,Landcruiser,2012 Toyota Landcruiser Prado Kakadu (4X4),Automatic
416,Mazda,2015,3,2015 Mazda 3 Touring,Automatic
417,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport GLX (4X4) 5 Seat,Automatic
418,Nissan,2004,X-Trail,2004 Nissan X-Trail TI (4X4),Automatic
419,Toyota,1995,Corolla,1995 Toyota Corolla CSI Seca,Automatic
420,Ford,2016,Ranger,2016 Ford Ranger XL 3.2 (4X4),Automatic
421,Land,2016,Rover,2016 Land Rover Discovery Sport TD4 180 HSE 5 Seat,Automatic
422,Suzuki,2019,Vitara,2019 Suzuki Vitara Turbo (2WD),Automatic
423,Mazda,2009,CX-9,2009 Mazda CX-9 Luxury,Automatic
424,Audi,2013,A3,2013 Audi A3 S/Back 1.4 Tfsi Attraction COD,Automatic
425,Toyota,2018,Corolla,2018 Toyota Corolla Hybrid,Automatic
426,Land,2018,Rover,2018 Land Rover Range Rover Sport SDV6 SE (183KW),Automatic
427,Mini,2018,Clubman,2018 Mini Clubman John Cooper Works ALL 4,Manual
428,Ford,2014,Ranger,2014 Ford Ranger XLT 3.2 (4X4),Automatic
429,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4),Manual
430,Citroen,2016,C4,2016 Citroen C4 Cactus Exclusive 1.6 E-HDI,Automatic
431,Peugeot,2014,2008,2014 Peugeot 2008 Active,Automatic
432,Holden,2019,Acadia,2019 Holden Acadia LT (2WD),Automatic
433,Subaru,2008,Forester,2008 Subaru Forester XS,Manual
434,Mazda,2014,2,2014 Mazda 2 NEO Sport,Automatic
435,Mazda,2019,BT-50,2019 Mazda BT-50 XT 4x2 Hi-Rider,Automatic
436,Holden,2009,Barina,2009 Holden Barina,Automatic
437,Toyota,2006,Estima,2006 Toyota Estima,-
438,Subaru,2017,XV,2017 Subaru XV 2.0I-L,Automatic
439,Toyota,2010,Hilux,2010 Toyota Hilux SR,Automatic
440,Jeep,2013,Grand,2013 Jeep Grand Cherokee Laredo (4X4),Automatic
441,Mercedes-Benz,2011,C220,2011 Mercedes-Benz C220 CDI,Automatic
442,Honda,2018,Civic,2018 Honda Civic VTI-LX,Automatic
443,Mercedes-Benz,2010,E250,2010 Mercedes-Benz E250 CGI Avantgarde,Automatic
444,Mercedes-Benz,2019,A200,2019 Mercedes-Benz A200,Automatic
445,Honda,2017,CR-V,2017 Honda CR-V VTI (2WD),Automatic
446,Mercedes-Benz,2013,C250,2013 Mercedes-Benz C250 Elegance BE,Automatic
447,Subaru,2019,Forester,2019 Subaru Forester 2.5I-S (awd),Automatic
448,Toyota,2013,Alphard,2013 Toyota Alphard SR C HYBRID E-Four,Automatic
449,Ford,2008,Focus,2008 Ford Focus CL,Automatic
451,Ford,2019,Mustang,2019 Ford Mustang 2.3 Gtdi,Automatic
452,Suzuki,2018,Swift,2018 Suzuki Swift GL Navigator,Automatic
453,Hyundai,2018,Elantra,2018 Hyundai Elantra Active 2.0 MPI,Automatic
454,Kia,2017,Sportage,2017 Kia Sportage SI Premium (fwd),Automatic
455,MG,2023,ZS,2023 MG ZS Excite,Automatic
456,Hyundai,2017,I30,2017 Hyundai I30 Active,Automatic
457,Toyota,2019,Yaris,2019 Toyota Yaris Ascent,Automatic
459,Mazda,2013,3,2013 Mazda 3 SP20 Skyactiv,Automatic
460,Porsche,2017,Macan,2017 Porsche Macan GTS,Automatic
461,Mazda,2007,3,2007 Mazda 3 NEO,Automatic
462,Toyota,2017,Tarago,2017 Toyota Tarago GLI,Automatic
463,Holden,2017,Colorado,2017 Holden Colorado LS (4X2),Automatic
464,Hyundai,2017,Kona,2017 Hyundai Kona Active,Automatic
465,Ford,2015,Focus,2015 Ford Focus ST2,Manual
466,Audi,2016,A3,2016 Audi A3 1.8 Tfsi Ambition,Automatic
467,Hyundai,2018,Tucson,2018 Hyundai Tucson Active X (fwd),Automatic
468,Kia,2014,Cerato,2014 Kia Cerato S,Automatic
469,Volvo,2016,Xc,2016 Volvo Xc 90 L Series D5 Inscription Wagon 7st 5dr Geartronic 8sp 4x4 2.0,Automatic
470,Land,2014,Rover,2014 Land Rover Range Rover HSE TDV6,Automatic
472,BMW,2009,X5,2009 BMW X5 Xdrive 30D,Automatic
473,Subaru,2008,Outback,2008 Subaru Outback 2.5I,Automatic
474,Nissan,2016,Pathfinder,2016 Nissan Pathfinder ST-L (4X2),Automatic
475,Mitsubishi,2009,Triton,2009 Mitsubishi Triton GLX,Automatic
476,Nissan,2021,X-Trail,2021 Nissan X-Trail ST-L (4WD),Automatic
477,MG,2023,ZST,2023 MG ZST Essence,Automatic
479,Mazda,2022,CX-3,2022 Mazda CX-3 Maxx Sport (fwd),Automatic
480,Holden,2017,Colorado,2017 Holden Colorado LTZ,Automatic
481,Mitsubishi,2016,Outlander,2016 Mitsubishi Outlander LS Safety Pack (4X4) 7 Seats,Automatic
482,MG,2022,MG3,2022 MG MG3 Auto Core (with Navigation),Automatic
483,Toyota,2012,HiAce,2012 Toyota HiAce LWB,Automatic
484,Subaru,1999,Impreza,1999 Subaru Impreza WRX STI Version VI,Manual
485,Mazda,2000,E2000,2000 Mazda E2000 (MWB),Manual
486,Mitsubishi,2017,Triton,2017 Mitsubishi Triton MQ GLS Utility Double Cab 4dr Spts Auto 5sp 4x4 2.4DT,Automatic
487,Suzuki,2016,Swift,2016 Suzuki Swift GL,Automatic
488,Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 132 TSI Pacific,Automatic
489,Nissan,2017,Qashqai,2017 Nissan Qashqai ST N-Sport,Automatic
490,Mazda,2006,3,2006 Mazda 3 MPS Sports Pack,Manual
491,Mercedes-Benz,2017,C43,2017 Mercedes-Benz C43,Automatic
492,BMW,2011,X1,2011 BMW X1 Sdrive 20D,Automatic
493,Volkswagen,2015,Golf,2015 Volkswagen Golf 90 TSI,Automatic
494,Renault,2017,Megane,2017 Renault Megane GT,Automatic
495,Toyota,2011,Estima,2011 Toyota Estima ACR50,Automatic
496,Lexus,2018,IS350,2018 Lexus IS350 F Sport,Automatic
497,Suzuki,2016,Grand,2016 Suzuki Grand Vitara Navigator (4X4),Automatic
498,BMW,2022,320I,2022 BMW 320I Sport,Automatic
499,Hyundai,2018,I30,2018 Hyundai I30 Elite,Automatic
500,Audi,2010,S3,2010 Audi S3 Sportback,Automatic
501,Subaru,2011,Impreza,2011 Subaru Impreza R Special Edition,Automatic
502,BMW,2022,M5,2022 BMW M5 Competition LCI,Automatic
504,Nissan,2016,Pathfinder,2016 Nissan Pathfinder ST (4X4),Automatic
505,Ford,2016,Fiesta,2016 Ford Fiesta Sport,Manual
506,Mercedes-Benz,2017,Glb,2017 Mercedes-Benz Glb 250 CLA220 d DCT,Automatic
507,Toyota,2017,Hilux,2017 Toyota Hilux SR 4x4,Automatic
508,Subaru,2015,WRX,2015 Subaru WRX Premium Hyper Blue (awd),Automatic
509,Toyota,2009,Kluger,2009 Toyota Kluger Altitude (4X4),Automatic
510,Nissan,2011,Dualis,2011 Nissan Dualis +2 TI (4X4),Automatic
511,Toyota,2010,Estima,2010 Toyota Estima Aeras,Automatic
512,Kia,2018,Sportage,2018 Kia Sportage GT-Line (awd),Automatic
513,Holden,2015,Captiva,2015 Holden Captiva 7 LS (fwd),Automatic
514,Toyota,2008,HiAce,2008 Toyota HiAce Super GL,Automatic
515,Mercedes-Benz,2009,CLC200,2009 Mercedes-Benz CLC200 Kompressor Evolution,Automatic
516,Volkswagen,2016,Tiguan,2016 Volkswagen Tiguan 132 TSI Comfortline,Automatic
517,Ford,2012,Falcon,2012 Ford Falcon G6E,Automatic
518,Renault,2011,Megane,2011 Renault Megane Privilege,Automatic
519,Suzuki,2010,Swift,2010 Suzuki Swift RE.4,Automatic
520,Lexus,2006,RX350,2006 Lexus RX350 Sports Luxury,Automatic
521,Hyundai,2014,IX35,2014 Hyundai IX35 SE (fwd),Manual
522,Mazda,2016,2,2016 Mazda 2 Genki,Automatic
524,Hyundai,2019,Tucson,2019 Hyundai Tucson Active X (fwd),Automatic
525,Ford,2009,Falcon,2009 Ford Falcon Super Cab,Automatic
527,Ford,2018,Mustang,2018 Ford Mustang GT,Automatic
528,Mazda,2012,CX-5,2012 Mazda CX-5 Maxx Sport (4X4),Automatic
529,Holden,2008,Viva,2008 Holden Viva,Automatic
530,Nissan,1997,Stagea,1997 Nissan Stagea RS4,Automatic
531,Mazda,2017,BT-50,2017 Mazda BT-50 XT (4X4),Automatic
533,Mercedes-Benz,2015,C250,2015 Mercedes-Benz C250,Automatic
534,Hyundai,2015,I30,2015 Hyundai I30 SR Premium,Automatic
535,Toyota,2018,RAV4,2018 Toyota RAV4 Cruiser (4X4),Automatic
537,Honda,2018,CR-V,2018 Honda CR-V VTI-S (2WD),Automatic
538,Volkswagen,2019,Polo,2019 Volkswagen Polo 85 TSI Comfortline,Automatic
539,Ford,2011,Ranger,2011 Ford Ranger PK XLT Utility Crew Cab 4dr Auto 5sp 4x4 3.0DT,Automatic
540,Honda,2017,Civic,2017 Honda Civic RS,Automatic
541,Toyota,2005,Hilux,2005 Toyota Hilux Workmate,Manual
542,Mercedes-Benz,2019,GLC43,2019 Mercedes-Benz GLC43,Automatic
543,Toyota,2007,Camry,2007 Toyota Camry Grande,Automatic
544,Holden,2018,Captiva,2018 Holden Captiva 7 LTZ (awd),Automatic
545,Mazda,2017,2,2017 Mazda 2 NEO,Automatic
547,BMW,2017,X3,2017 BMW X3 xDrive20d Steptronic,Automatic
548,Jeep,2008,Commander,2008 Jeep Commander,Automatic
549,Renault,2013,Megane,2013 Renault Megane GT-Line,Automatic
550,Kia,2020,Sportage,2020 Kia Sportage S (fwd),Automatic
551,Mercedes-Benz,1993,190,1993 Mercedes-Benz 190 W201 Sedan 4dr Auto 4sp 2.6i,Automatic
552,Hyundai,2019,Kona,2019 Hyundai Kona Active (fwd),Automatic
554,Nissan,2012,Almera,2012 Nissan Almera TI,Automatic
555,Hyundai,2021,Santa,2021 Hyundai Santa FE Crdi (awd),Automatic
556,Mazda,2014,3,2014 Mazda 3 SP25 GT,Manual
557,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander Exceed (4X4),Automatic
558,Honda,2019,CR-V,2019 Honda CR-V VTI (2WD),Automatic
559,Toyota,2003,Noah,2003 Toyota Noah Welcab,Automatic
560,Holden,2015,Captiva,2015 Holden Captiva 7 LS Active (fwd),Automatic
561,Kia,2018,Sorento,2018 Kia Sorento GT-Line (4X4),Automatic
562,Jeep,2015,Grand,2015 Jeep Grand Cherokee Laredo (4X2),Automatic
563,Toyota,2017,RAV4,2017 Toyota RAV4 GX (2WD),Automatic
564,Volvo,2012,C30,2012 Volvo C30 T5 R-Design,Manual
565,Toyota,2019,Kluger,2019 Toyota Kluger,Automatic
566,Ford,2010,Falcon,2010 Ford Falcon XR6,Automatic
567,Mazda,2022,CX-5,2022 Mazda CX-5 Maxx Sport (fwd),Automatic
568,Volkswagen,2017,Multivan,2017 Volkswagen Multivan Comfortline TDI340,Automatic
569,Holden,2018,Acadia,2018 Holden Acadia LTZ-V (2WD),Automatic
570,Land,2018,Rover,2018 Land Rover Range Rover Sport V8 SC HSE Dynamic,Automatic
571,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport Hybrid,Automatic
572,Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport Hybrid,Automatic
573,MG,2023,ZST,2023 MG ZST Vibe,Automatic
574,Ford,2012,Kuga,2012 Ford Kuga TE Trend Wagon 5dr Spts Auto 5sp AWD 2.5T,Automatic
575,Mazda,2017,CX-5,2017 Mazda CX-5 Touring (4X4),Automatic
576,Ford,2018,Ranger,2018 Ford Ranger XL 2.2 HI-Rider (4X2),Automatic
577,Kia,2019,Cerato,2019 Kia Cerato S (AV),Automatic
578,Mercedes-Benz,2011,C-CLASS,2011 Mercedes-Benz C-CLASS C204 C350 BlueEFFICIENCY Coupe 2dr 7G-TRONIC + 7sp 3.5i [Jun,Automatic
580,Renault,2018,Megane,2018 Renault Megane RS 280,Manual
582,Nissan,2019,Navara,2019 Nissan Navara ST-X (4X4) (leather Trim),Automatic
583,Jeep,2015,Grand,2015 Jeep Grand Cherokee Blackhawk,Automatic
584,Audi,2013,R8,2013 Audi R8 4.2 FSI Quattro,Automatic
585,Nissan,2013,X-Trail,2013 Nissan X-Trail ST (fwd),Automatic
586,Nissan,2001,Patrol,2001 Nissan Patrol ST (4X4),Manual
587,Audi,2016,Q3,2016 Audi Q3 2.0 Tfsi Sport Quattro (132KW),Automatic
588,Nissan,2010,X-Trail,2010 Nissan X-Trail ST 2WD,Automatic
589,Hyundai,2019,Santa,2019 Hyundai Santa FE Highlander Crdi Satin AWD,Automatic
591,Toyota,2009,Estima,2009 Toyota Estima ACR50,Automatic
592,Mazda,2018,3,2018 Mazda 3 Maxx Sport (5YR),Automatic
593,Mitsubishi,2016,Outlander,2016 Mitsubishi Outlander LS (4X2),Automatic
594,Volkswagen,2019,Golf,2019 Volkswagen Golf GTI,Automatic
595,Toyota,2021,GR,2021 Toyota GR Yaris GR,Manual
597,Volkswagen,2018,Golf,2018 Volkswagen Golf 110 TSI Highline,Automatic
598,Renault,2018,Koleos,2018 Renault Koleos Intens X-Tronic (4X4),Automatic
599,Subaru,2017,Forester,2017 Subaru Forester 2.5I-S,Automatic
600,Isuzu,2017,D-MAX,2017 Isuzu D-MAX SX (4X2),Manual
601,LDV,2021,G10,2021 LDV G10 Barn Door,Automatic
602,Nissan,2011,Dualis,2011 Nissan Dualis ST (4X2),Manual
603,Toyota,2009,Ractis,2009 Toyota Ractis X,Automatic
605,Volkswagen,2019,Caddy,2019 Volkswagen Caddy SWB TSI220,Automatic
606,Toyota,2019,Land,2019 Toyota Land Cruiser Prado,Automatic
607,Hyundai,2014,I30,2014 Hyundai I30 Trophy,Manual
608,Ford,2018,Mustang,2018 Ford Mustang Fastback GT 5.0 V8,Automatic
609,Volkswagen,2011,Touareg,2011 Volkswagen Touareg V6 FSI,Automatic
610,Toyota,2010,Tarago,2010 Toyota Tarago GLI,Automatic
611,Toyota,2010,Tarago,2010 Toyota Tarago GLX,Automatic
612,Ford,2019,Escape,2019 Ford Escape ST-Line (awd),Automatic
614,Audi,2011,Q5,2011 Audi Q5 2.0 TDI Quattro,Automatic
615,Hyundai,2016,Tucson,2016 Hyundai Tucson Elite (awd),Automatic
616,Kia,2015,Carnival,2015 Kia Carnival SI,Automatic
617,Ford,2015,Falcon,2015 Ford Falcon XR8,Manual
618,Mitsubishi,2017,Lancer,2017 Mitsubishi Lancer ES Sport,Automatic
619,Hyundai,2018,Tucson,2018 Hyundai Tucson Highlander (awd) Beige,Automatic
620,Toyota,2014,HiAce,2014 Toyota HiAce LWB,Automatic
621,Audi,2013,Q5,2013 Audi Q5 3.0 TDI Quattro,Automatic
623,Toyota,2017,Corolla,2017 Toyota Corolla Axio Hybrid,-
624,Lexus,2009,IS250C,2009 Lexus IS250C Sports Luxury,Automatic
625,Hyundai,2019,Ioniq,2019 Hyundai Ioniq Electric Premium (blk Grille),Automatic
626,BMW,2015,4,2015 BMW 4 SERIES 420i Gran Coupe Luxury Line,Automatic
628,Mazda,2009,2,2009 Mazda 2 NEO,Automatic
629,Mercedes-Benz,2010,C200,2010 Mercedes-Benz C200 CGI,Automatic
631,Toyota,2010,Estima,2010 Toyota Estima ACR50 AERAS-G,Automatic
632,Subaru,2012,WRX,2012 Subaru WRX Premium (awd),Manual
633,MG,2023,ZST,2023 MG ZST Excite,Automatic
635,Audi,2014,Q5,2014 Audi Q5 2.0 TDI Quattro,Automatic
637,Mercedes-Benz,2014,S-Class,2014 Mercedes-Benz S-Class S400,Automatic
638,Kia,2019,Cerato,2019 Kia Cerato Sport NAV,Automatic
639,BMW,2016,430I,2016 BMW 430I M Sport,Automatic
641,BMW,2012,116I,2012 BMW 116I,Manual
642,Mercedes-Benz,2019,GLC300,2019 Mercedes-Benz GLC300 4Matic,Automatic
643,Toyota,2021,RAV4,2021 Toyota RAV4 Edge (awd),Automatic
644,Toyota,2016,Yaris,2016 Toyota Yaris Ascent,Automatic
645,Subaru,2017,XV,2017 Subaru XV 2.0I,Automatic
646,Audi,2017,SQ7,2017 Audi SQ7 4.0 TDI V8 Quattro,Automatic
647,Volkswagen,2015,Caddy,2015 Volkswagen Caddy TSI160,Manual
648,BMW,2016,M4,2016 BMW M4,Automatic
649,Holden,2014,Cruze,2014 Holden Cruze Z-Series,Automatic
650,Lexus,2018,RX350,2018 Lexus RX350 Sports Luxury,Automatic
651,Nissan,2007,Patrol,2007 Nissan Patrol ST-L (4X4),Automatic
652,Nissan,2015,X-Trail,2015 Nissan X-Trail ST-L (4X4),Automatic
653,Mazda,2016,BT-50,2016 Mazda BT-50 GT (4X4),Automatic
654,BMW,2023,X4,2023 BMW X4 M Competition Coupe M Steptronic M xDrive,Automatic
655,Mitsubishi,2014,Lancer,2014 Mitsubishi Lancer XLS,Automatic
656,Mitsubishi,2018,Eclipse,2018 Mitsubishi Eclipse Cross LS (2WD),Automatic
657,Toyota,2022,Land,2022 Toyota Land Cruiser,Manual
658,Mazda,2005,3,2005 Mazda 3 NEO,Automatic
659,Toyota,2016,HiAce,2016 Toyota HiAce DX DX,Automatic
660,Ford,2011,Mondeo,2011 Ford Mondeo LX,Automatic
661,Volkswagen,2013,Golf,2013 Volkswagen Golf 90 TSI,Automatic
662,Toyota,2018,Corolla,2018 Toyota Corolla Ascent S-CVT,Automatic
663,Lexus,2021,RX350L,2021 Lexus RX350L Sports Luxury (awd),Automatic
664,Holden,2011,Colorado,2011 Holden Colorado LX (4X2),Automatic
665,HSV,2004,Clubsport,2004 HSV Clubsport R8,Automatic
666,Toyota,2014,Hiace,2014 Toyota Hiace LWB,Automatic
667,Mitsubishi,2012,Triton,2012 Mitsubishi Triton GLX-R (4X4),Automatic
668,Mitsubishi,2018,ASX,2018 Mitsubishi ASX LS (2WD),Automatic
669,Toyota,2007,Aurion,2007 Toyota Aurion AT-X,Automatic
670,Toyota,2011,Corolla,2011 Toyota Corolla Ascent,Automatic
671,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GL,Manual
672,Toyota,2021,Corolla,2021 Toyota Corolla ZR TWO Tone Option,Automatic
673,Hyundai,2018,Tucson,2018 Hyundai Tucson Active (fwd),Automatic
674,Toyota,2004,Hilux,2004 Toyota Hilux (4X4),Manual
675,LDV,2020,T60,2020 LDV T60 Trailrider (4X4),Automatic
676,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),Automatic
677,Kia,2012,Cerato,2012 Kia Cerato SI,Automatic
678,Hyundai,2012,I30,2012 Hyundai I30 Elite,Automatic
679,Nissan,2018,Qashqai,2018 Nissan Qashqai TI,Automatic
681,Hyundai,2015,Iload,2015 Hyundai Iload,Automatic
683,Mitsubishi,2013,Lancer,2013 Mitsubishi Lancer Sport,Manual
684,Hyundai,2017,Tucson,2017 Hyundai Tucson Active X 2WD,Automatic
685,Toyota,2005,Landcruiser,2005 Toyota Landcruiser Prado Grande (4X4),Automatic
686,Toyota,2023,Land,2023 Toyota Land Cruiser,Manual
687,Volkswagen,2018,Transporter,2018 Volkswagen Transporter TDI 340 SWB LOW,Automatic
688,Toyota,2002,Celica,2002 Toyota Celica SX,Manual
689,Toyota,2022,Hilux,2022 Toyota Hilux,Automatic
690,Holden,2017,Barina,2017 Holden Barina LS,Automatic
691,Subaru,2004,Forester,2004 Subaru Forester XT Luxury,Automatic
692,Hyundai,2022,Tucson,2022 Hyundai Tucson Highlander (fwd),Automatic
693,Foton,2017,Tunland,2017 Foton Tunland (4X4),Manual
694,Ford,2010,Fiesta,2010 Ford Fiesta LX,Automatic
696,Mazda,2015,6,2015 Mazda 6 GT Safety,Automatic
697,Nissan,2008,Elgrand,2008 Nissan Elgrand Highway Star,Automatic
698,Subaru,2018,Outback,2018 Subaru Outback 2.5I,Automatic
699,Volkswagen,2015,Transporter,2015 Volkswagen Transporter TDI 340 LWB,Automatic
700,Mitsubishi,2010,Pajero,2010 Mitsubishi Pajero VR-X LWB (4X4),Automatic
703,Audi,2019,A3,2019 Audi A3 40 Tfsi Quattro S Line Plus,Automatic
704,Toyota,2013,HiAce,2013 Toyota HiAce,Automatic
705,Mahindra,2016,PIK-UP,2016 Mahindra PIK-UP (4X4),Manual
706,Audi,2017,Q2,2017 Audi Q2 1.4 Tfsi Design,Automatic
708,Ford,2019,Ranger,2019 Ford Ranger XL 3.2 (4X4),Automatic
709,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander ES (4X2),Automatic
710,Hyundai,2004,Santa,2004 Hyundai Santa FE GLS (4X4),Automatic
711,Fiat,2013,500,2013 Fiat 500 Lounge,Automatic
712,BMW,2012,118I,2012 BMW 118I,Automatic
714,BMW,2014,420I,2014 BMW 420I Modern Line,Automatic
715,Subaru,2020,Outback,2020 Subaru Outback 2.5I Premium AWD,Automatic
716,Volkswagen,2012,Tiguan,2012 Volkswagen Tiguan 155 TSI (4X4),Automatic
717,Honda,2007,Accord,2007 Honda Accord VTI,Automatic
718,Skoda,2020,Kamiq,2020 Skoda Kamiq 85TSI,Automatic
720,Audi,2018,A3,2018 Audi A3 1.4 Tfsi Sportback COD,Automatic
721,Mercedes-Benz,2010,M-Class,2010 Mercedes-Benz M-Class ML300 CDI BlueEFFICIENCY,Automatic
722,Ford,2011,Falcon,2011 Ford Falcon G6,Automatic
723,Lexus,2018,RX450H,2018 Lexus RX450H F Sport Hybrid,Automatic
724,Hyundai,2016,Tucson,2016 Hyundai Tucson Active (fwd),Automatic
725,Mazda,2021,3,2021 Mazda 3 G20 Touring,Manual
726,BMW,2019,X5,2019 BMW X5 Xdrive 30D,Automatic
727,BMW,2017,X4,2017 BMW X4 Xdrive 35D,Automatic
728,Holden,2009,Cruze,2009 Holden Cruze CDX,Automatic
730,Hyundai,2015,Tucson,2015 Hyundai Tucson Elite (awd),Automatic
731,Nissan,2013,Serena,2013 Nissan Serena Highway Star,Automatic
733,Volkswagen,2010,Polo,2010 Volkswagen Polo 66 TDI Comfortline,Automatic
734,HSV,2012,GTS,2012 HSV GTS,Manual
735,Audi,2019,A3,2019 Audi A3 35 Tfsi (1.4 Tfsi),Automatic
736,Ford,2016,Ranger,2016 Ford Ranger XL 2.2 (4X4),Automatic
737,LDV,2018,G10,2018 LDV G10 Executive (7 Seat),Automatic
738,Subaru,2006,Forester,2006 Subaru Forester X Luxury,Automatic
739,Toyota,2018,Camry,2018 Toyota Camry Ascent Sport,Automatic
740,Mercedes-Benz,2018,AMG,2018 Mercedes-Benz AMG GT R,Automatic
742,Toyota,2006,Landcruiser,2006 Toyota Landcruiser GXL (4X4),Automatic
743,Mercedes-Benz,2015,CLA250,2015 Mercedes-Benz CLA250 Sport 4Matic,Automatic
745,Maserati,2017,Ghibli,2017 Maserati Ghibli,Automatic
746,Nissan,2014,Qashqai,2014 Nissan Qashqai ST (4X2),Automatic
747,Toyota,2007,HiAce,2007 Toyota HiAce Grand Cabin,Automatic
748,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport (hybrid),Automatic
749,Skoda,2016,Fabia,2016 Skoda Fabia 81 TSI,Automatic
750,Toyota,2019,Corolla,2019 Toyota Corolla ZR,Automatic
751,Alfa,2013,Romeo,2013 Alfa Romeo Mito,Manual
752,Toyota,2019,Landcruiser,2019 Toyota Landcruiser GXL (4X4) 5 Seat,Manual
753,Toyota,2012,Voxy,2012 Toyota Voxy ZS,Automatic
754,Mazda,2007,3,2007 Mazda 3 SP23,Automatic
755,Kia,2015,Sportage,2015 Kia Sportage SI Premium (fwd),Automatic
756,Toyota,2017,HiAce,2017 Toyota HiAce DX,Automatic
757,BMW,2016,X3,2016 BMW X3 Xdrive 20I,Automatic
758,Subaru,2019,Outback,2019 Subaru Outback 2.5I,Automatic
760,Volkswagen,2015,Touareg,2015 Volkswagen Touareg 150 TDI,Automatic
761,Suzuki,2021,Swift,2021 Suzuki Swift Sport,Automatic
762,Kia,2017,Picanto,2017 Kia Picanto SI,Automatic
763,LDV,2020,G10,2020 LDV G10,Automatic
764,Mazda,2020,3,2020 Mazda 3 G25 Astina,Automatic
765,Kia,2019,Stinger,2019 Kia Stinger GT (blk LTH W Michelin Tyr),Automatic
766,Toyota,2017,Hiace,2017 Toyota Hiace LWB,Automatic
768,Nissan,2023,X-Trail,2023 Nissan X-Trail TI-L (4WD),Automatic
769,Kia,2021,Carnival,2021 Kia Carnival Platinum,Automatic
770,BMW,2009,X3,2009 BMW X3 Xdrive 20D Lifestyle,Automatic
771,Nissan,2014,X-Trail,2014 Nissan X-Trail ST-L (fwd),Automatic
772,Hyundai,2010,IX35,2010 Hyundai IX35 Highlander (awd),Automatic
774,Toyota,2018,RAV4,2018 Toyota RAV4 GXL (4X4),Automatic
775,Toyota,2020,Camry,2020 Toyota Camry Ascent (hybrid),Automatic
776,Mazda,2016,BT-50,2016 Mazda BT-50 XTR (4X4),Manual
777,Porsche,2008,Cayenne,2008 Porsche Cayenne S,Automatic
778,Mazda,2017,3,2017 Mazda 3 SP25,Manual
779,Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),Automatic
780,Kia,2017,Sorento,2017 Kia Sorento Sport (4X4),Automatic
781,Mazda,2017,CX-9,2017 Mazda CX-9 GT (fwd),Automatic
782,Subaru,2014,Liberty,2014 Subaru Liberty 2.5I Premium,Automatic
783,Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),Manual
785,Ford,2011,Ranger,2011 Ford Ranger XL 3.2 (4X4),Manual
786,Kia,2019,Optima,2019 Kia Optima SI,Automatic
787,BMW,2014,328I,2014 BMW 328I,Automatic
788,Toyota,2016,Kluger,2016 Toyota Kluger GX (4X2),Automatic
789,Hyundai,2019,Tucson,2019 Hyundai Tucson Elite Crdi (awd),Automatic
790,Ford,2022,Puma,2022 Ford Puma ST-Line,Automatic
791,Subaru,2013,WRX,2013 Subaru WRX AWD,Manual
793,Mercedes-Benz,2015,C200,2015 Mercedes-Benz C200,Automatic
794,Toyota,2014,Corolla,2014 Toyota Corolla ZR,Automatic
